"","Genus","p.value","CorCoef","CorTest","Plant"
"1001","p__Bacteroidota,g__midas_g_2243",0.006,0.211406993719257,"Spearman","Aalborg East"
"446","p__Proteobacteria,g__Pseudolabrys",0.006,0.210939899327997,"Spearman","Aalborg East"
"2716","p__Hydrogenedentes,g__YC-ZSS-LKJ63",0.015,0.210478329368573,"Spearman","Mariagerfjord"
"604","p__Proteobacteria,g__Dechloromonas",0,0.20977117132529,"Spearman","Total"
"5081","p__Spirochaetota,g__midas_g_1448",0.016,0.209471953969368,"Spearman","Mariagerfjord"
"681","p__Bacteroidota,g__Haliscomenobacter",0.028,0.208930729905093,"Spearman","Aalborg West"
"1832","p__Chloroflexi,g__midas_g_3181",0.016,0.208056056982306,"Spearman","Mariagerfjord"
"3673","p__Proteobacteria,g__Shinella",0.009,0.20800049158386,"Spearman","Damhusåen"
"273","p__Chloroflexi,g__midas_g_4042",0,0.207641340856657,"Spearman","Total"
"718","p__Proteobacteria,g__Ottowia",0,0.20756445434887,"Spearman","Total"
"3032","p__Patescibacteria,g__midas_g_12243",0.017,0.207435436270387,"Spearman","Mariagerfjord"
"4481","p__Proteobacteria,g__Pseudorhodobacter",0.007,0.20732910500755,"Spearman","Aalborg East"
"531","p__Patescibacteria,g__midas_g_6328",0,0.206133679267923,"Spearman","Total"
"429","p__Proteobacteria,g__midas_g_2759",0.018,0.205471760624891,"Spearman","Mariagerfjord"
"1841","p__Chloroflexi,g__midas_g_882",0.032,0.204395030416865,"Spearman","Aalborg West"
"1091","p__Bacteroidota,g__midas_g_422",0.032,0.204376995826454,"Spearman","Aalborg West"
"581","p__Proteobacteria,g__Azospira",0,0.202485044512127,"Spearman","Total"
"3961","p__Proteobacteria,g__midas_g_2171",0.009,0.202350593260649,"Spearman","Aalborg East"
"2362","p__Firmicutes,g__Blautia",0.009,0.202295495106929,"Spearman","Aalborg East"
"5111","p__Actinobacteriota,g__Tessaracoccus",0.012,0.202233866153644,"Spearman","Damhusåen"
"301","p__Patescibacteria,g__midas_g_1533",0.009,0.202043750345725,"Spearman","Aalborg East"
"318","p__Desulfobacterota,g__Desulforhopalus",0,0.201953153770249,"Spearman","Total"
"4351","p__Proteobacteria,g__midas_g_3907",0.02,0.201850179373087,"Spearman","Mariagerfjord"
"2783","p__Proteobacteria,g__Acidovorax",0.012,0.201426503515247,"Spearman","Damhusåen"
"196","p__Desulfobacterota,g__midas_g_4686",0.035,0.200864759344019,"Spearman","Aalborg West"
"1113","p__Bacteroidota,g__midas_g_380",0.01,0.200483815338162,"Spearman","Aalborg East"
"972","p__Bacteroidota,g__midas_g_17",0.022,0.199208095525381,"Spearman","Mariagerfjord"
"306","p__Proteobacteria,g__Cereibacter",0.037,0.198905726958659,"Spearman","Aalborg West"
"2791","p__Myxococcota,g__midas_g_2555",0.022,0.19798875618352,"Spearman","Mariagerfjord"
"2311","p__Firmicutes,g__Proteiniclasticum",0.038,0.197961190287936,"Spearman","Aalborg West"
"413","p__Firmicutes,g__Sarcina",0,0.197457331138939,"Spearman","Total"
"2332","p__Firmicutes,g__Faecalibacterium",0.023,0.196895501398592,"Spearman","Mariagerfjord"
"1692","p__Desulfobacterota,g__Desulforhopalus",0.014,0.196674894647507,"Spearman","Damhusåen"
"883","p__Bacteroidota,g__midas_g_1159",0.023,0.196627466984288,"Spearman","Mariagerfjord"
"2391","p__Patescibacteria,g__midas_g_16228",0.015,0.195537894178759,"Spearman","Damhusåen"
"4103","p__Proteobacteria,g__midas_g_273",0.025,0.194644802222588,"Pearson","Mariagerfjord"
"541","p__Patescibacteria,g__midas_g_77148",0,0.194178335702038,"Spearman","Total"
"245","p__Firmicutes,g__Eubacterium_hallii_group",0.012,0.19355456657739,"Spearman","Aalborg East"
"1582","p__Campylobacterota,g__Pseudarcobacter",0.013,0.193292194416816,"Spearman","Aalborg East"
"2106","p__Desulfobacterota,g__midas_g_3949",0.026,0.192630962841431,"Spearman","Mariagerfjord"
"458","p__Myxococcota,g__Sandaracinus",0,0.192062120558581,"Spearman","Total"
"2663","p__Patescibacteria,g__midas_g_903",0.017,0.19150302680644,"Spearman","Damhusåen"
"831","p__Bacteroidota,g__midas_g_1363",0.047,0.189615683575499,"Spearman","Aalborg West"
"1393","p__Bacteroidota,g__midas_g_800",0.029,0.189589567746993,"Spearman","Mariagerfjord"
"424","p__Firmicutes,g__UCG-003",0,0.189569284410887,"Spearman","Total"
"319","p__Desulfobacterota,g__midas_g_1334",0,0.188843760224318,"Spearman","Total"
"5151","p__Verrucomicrobiota,g__Lacunisphaera",0.03,0.188376704683932,"Spearman","Mariagerfjord"
"3833","p__Proteobacteria,g__Ca_Ovatusbacter",0.03,0.188324787819526,"Spearman","Mariagerfjord"
"1313","p__Acidobacteriota,g__Stenotrophobacter",0.03,0.188199098914399,"Spearman","Mariagerfjord"
"771","p__Proteobacteria,g__Uruburuella",0,0.18760445217188,"Spearman","Total"
"2322","p__Firmicutes,g__Erysipelotrichaceae_UCG-003",0.031,0.18689646142187,"Spearman","Mariagerfjord"
"156","p__Bacteroidota,g__midas_g_31",0,0.18648806759538,"Spearman","Total"
"1064","p__Bacteroidota,g__midas_g_2243",0.032,0.185645996833556,"Spearman","Mariagerfjord"
"4622","p__Proteobacteria,g__Nitrotoga",0.033,0.184999141243215,"Spearman","Mariagerfjord"
"1714","p__Desulfobacterota,g__midas_g_1441",0.021,0.18488149350853,"Spearman","Damhusåen"
"3512","p__Proteobacteria,g__Brevundimonas",0.017,0.184685075689171,"Spearman","Aalborg East"
"705","p__Proteobacteria,g__midas_g_7950",0,0.18398410821534,"Spearman","Total"
"557","p__Planctomycetota,g__midas_g_3353",0,0.183270400969816,"Spearman","Total"
"1382","p__Bacteroidota,g__midas_g_788",0.035,0.182757520489552,"Spearman","Mariagerfjord"
"4771","p__WPS-2,g__midas_g_1194",0.019,0.182427363247427,"Spearman","Aalborg East"
"3633","p__Proteobacteria,g__Acidibacter",0.036,0.182081434511807,"Spearman","Mariagerfjord"
"2422","p__Firmicutes,g__Dorea",0.019,0.181717646553073,"Spearman","Aalborg East"
"861","p__Bacteroidota,g__midas_g_12636",0.019,0.181352864802375,"Spearman","Aalborg East"
"641","p__Proteobacteria,g__midas_g_13765",0,0.181194853226149,"Spearman","Total"
"421","p__Firmicutes,g__Trichococcus",0,0.180370155708143,"Spearman","Total"
"706","p__Proteobacteria,g__midas_g_81",0,0.179695248754591,"Spearman","Total"
"4391","p__Proteobacteria,g__Phreatobacter",0.022,0.177704664357087,"Spearman","Aalborg East"
"655","p__Proteobacteria,g__midas_g_2171",0,0.177518197380823,"Spearman","Total"
"267","p__Chloroflexi,g__midas_g_3277",0,0.176789685000494,"Spearman","Total"
"3031","p__Proteobacteria,g__Hydrogenophaga",0.028,0.176243557506808,"Spearman","Damhusåen"
"2662","p__Firmicutes,g__Subdoligranulum",0.023,0.176232756536264,"Spearman","Aalborg East"
"62","p__Actinobacteriota,g__Pseudoclavibacter",0.024,0.175549277057968,"Spearman","Aalborg East"
"4652","p__Proteobacteria,g__Pedomicrobium",0.044,0.175282857097222,"Spearman","Mariagerfjord"
"4241","p__Proteobacteria,g__midas_g_7657",0.025,0.174234490019401,"Spearman","Aalborg East"
"1103","p__Acidobacteriota,g__Blastocatella",0.046,0.173740118050773,"Spearman","Mariagerfjord"
"3061","p__Proteobacteria,g__Labrys",0.031,0.173326738394037,"Spearman","Damhusåen"
"3651","p__Proteobacteria,g__Ahniella",0.046,0.173049063635293,"Spearman","Mariagerfjord"
"1192","p__Bacteroidota,g__midas_g_3838",0.047,0.172816485002698,"Spearman","Mariagerfjord"
"4310","p__Actinobacteriota,g__midas_g_343",0.026,0.172484770222458,"Spearman","Aalborg East"
"1214","p__Campylobacterota,g__Pseudarcobacter",0.033,0.171721104586689,"Spearman","Damhusåen"
"737","p__Proteobacteria,g__Pseudorhodoplanes",0,0.170533174485281,"Spearman","Total"
"2713","p__Actinobacteriota,g__Micropruina",0.035,0.169721807811016,"Spearman","Damhusåen"
"756","p__Proteobacteria,g__Sphingobium",0,0.169321600449421,"Spearman","Total"
"378","p__Firmicutes,g__Megamonas",0,0.169105941453662,"Spearman","Total"
"714","p__Proteobacteria,g__Nitrosomonas",0,0.16873860896373,"Spearman","Total"
"447","p__Proteobacteria,g__Pseudomonas",0.031,0.167186632434099,"Spearman","Aalborg East"
"567","p__Proteobacteria,g__Acidibacter",0,0.166464260739522,"Spearman","Total"
"4051","p__Proteobacteria,g__midas_g_2943",0.032,0.166319121681559,"Spearman","Aalborg East"
"1853","p__Firmicutes,g__Blautia",0.039,0.166099150703,"Spearman","Damhusåen"
"2472","p__Patescibacteria,g__midas_g_35733",0.039,0.16598021007623,"Spearman","Damhusåen"
"556","p__Planctomycetota,g__midas_g_1792",0,0.16581179217868,"Spearman","Total"
"5810","p__Bacteroidota,g__Flavobacterium",0.039,0.165594750491786,"Spearman","Damhusåen"
"437","p__Latescibacterota,g__midas_g_1938",0,0.165571455544261,"Spearman","Total"
"26","p__Actinobacteriota,g__Bogoriella",0,0.165334375763808,"Spearman","Total"
"3182","p__Patescibacteria,g__midas_g_6697",0.033,0.165274916742665,"Spearman","Aalborg East"
"500","p__Patescibacteria,g__midas_g_21488",0,0.164938683119772,"Spearman","Total"
"420","p__Firmicutes,g__Terrisporobacter",0,0.164924397747782,"Spearman","Total"
"1613","p__Chloroflexi,g__midas_g_882",0.043,0.163101756476616,"Spearman","Damhusåen"
"7310","p__Bacteroidota,g__midas_g_1343",0.043,0.162903642473441,"Spearman","Damhusåen"
"712","p__Proteobacteria,g__midas_g_98",0,0.162548977509699,"Spearman","Total"
"3511","p__Actinobacteriota,g__Micropruina",0.037,0.162306042252971,"Spearman","Aalborg East"
"1321","p__Chloroflexi,g__midas_g_1400",0.046,0.160429885709227,"Spearman","Damhusåen"
"65","p__Actinobacteriota,g__midas_g_3764",0,0.16033509337826,"Spearman","Total"
"430","p__Gemmatimonadota,g__midas_g_395",0,0.160301545412075,"Spearman","Total"
"1843","p__Firmicutes,g__Anaerostipes",0.046,0.160271958486546,"Spearman","Damhusåen"
"2401","p__Firmicutes,g__Coprococcus",0.041,0.158813868795725,"Spearman","Aalborg East"
"715","p__Proteobacteria,g__Nitrotoga",0,0.158578486268102,"Spearman","Total"
"522","p__Patescibacteria,g__midas_g_50158",0,0.157281690566856,"Spearman","Total"
"793","p__Verrucomicrobiota,g__midas_g_3235",0,0.157274296191448,"Spearman","Total"
"689","p__Proteobacteria,g__midas_g_5828",0,0.157021750369089,"Spearman","Total"
"466","p__Patescibacteria,g__midas_g_10944",0,0.156886025991738,"Spearman","Total"
"672","p__Proteobacteria,g__midas_g_35378",0,0.156719261411571,"Spearman","Total"
"182","p__Bacteroidota,g__midas_g_56",0,0.156686697412519,"Spearman","Total"
"698","p__Proteobacteria,g__midas_g_71433",0,0.156382049638421,"Spearman","Total"
"711","p__Proteobacteria,g__midas_g_94",0,0.155715125574247,"Spearman","Total"
"767","p__Proteobacteria,g__Thermomonas",0,0.154977014973097,"Spearman","Total"
"507","p__Patescibacteria,g__midas_g_29509",0,0.154557751080809,"Spearman","Total"
"4211","p__Actinobacteriota,g__midas_g_3218",0.048,0.153926034575215,"Spearman","Aalborg East"
"546","p__Patescibacteria,g__midas_g_8429",0,0.153830743595715,"Spearman","Total"
"3771","p__Proteobacteria,g__Massilia",0.049,0.152905290802782,"Spearman","Aalborg East"
"317","p__Desulfobacterota,g__Desulfobulbus",0,0.15244258279552,"Spearman","Total"
"276","p__Chloroflexi,g__midas_g_467",0,0.152415597008571,"Spearman","Total"
"665","p__Proteobacteria,g__midas_g_2759",0,0.150309238799157,"Spearman","Total"
"324","p__Desulfobacterota,g__midas_g_22369",0,0.149378134906418,"Spearman","Total"
"652","p__Proteobacteria,g__midas_g_2010",0,0.148846846120218,"Spearman","Total"
"364","p__Firmicutes,g__Enterococcus",0,0.148612652711536,"Spearman","Total"
"763","p__Proteobacteria,g__Sterolibacterium",0,0.14852542511378,"Spearman","Total"
"210","p__Bacteroidota,g__Prevotella_9",0,0.148149255611093,"Spearman","Total"
"287","p__Chloroflexi,g__midas_g_72",0,0.14782449521054,"Spearman","Total"
"552","p__Patescibacteria,g__TM7a",0,0.147492286469205,"Spearman","Total"
"693","p__Proteobacteria,g__midas_g_64206",0,0.146521599885509,"Spearman","Total"
"614","p__Proteobacteria,g__Ferritrophicum",0.001,0.144730214556592,"Spearman","Total"
"481","p__Patescibacteria,g__midas_g_13074",0.001,0.144608851040933,"Spearman","Total"
"470","p__Patescibacteria,g__midas_g_11287",0.001,0.144440604344356,"Spearman","Total"
"176","p__Bacteroidota,g__midas_g_4865",0.001,0.14199472033623,"Spearman","Total"
"800","p__WPS-2,g__midas_g_1194",0.001,0.140027862463409,"Spearman","Total"
"178","p__Bacteroidota,g__midas_g_535",0.001,0.135810484401196,"Spearman","Total"
"707","p__Proteobacteria,g__midas_g_82132",0.001,0.1346263754278,"Spearman","Total"
"517","p__Patescibacteria,g__midas_g_4375",0.002,0.132634328892258,"Spearman","Total"
"475","p__Patescibacteria,g__midas_g_11862",0.002,0.13238854867471,"Spearman","Total"
"244","p__Chloroflexi,g__midas_g_13592",0.002,0.130965033937021,"Spearman","Total"
"326","p__Desulfobacterota,g__midas_g_2377",0.002,0.130913177983104,"Spearman","Total"
"34","p__Actinobacteriota,g__Cutibacterium",0.002,0.127478607846705,"Spearman","Total"
"449","p__Myxococcota,g__midas_g_3374",0.003,0.125762875563417,"Spearman","Total"
"658","p__Proteobacteria,g__midas_g_2400",0.003,0.124070094602616,"Spearman","Total"
"483","p__Patescibacteria,g__midas_g_14005",0.003,0.123677358470435,"Spearman","Total"
"576","p__Proteobacteria,g__Aminobacter",0.003,0.123286656682566,"Spearman","Total"
"720","p__Proteobacteria,g__Paracoccus",0.004,0.122608763911048,"Spearman","Total"
"170","p__Bacteroidota,g__midas_g_410",0.004,0.122138641485667,"Spearman","Total"
"702","p__Proteobacteria,g__midas_g_76214",0.004,0.120426005461054,"Spearman","Total"
"258","p__Chloroflexi,g__midas_g_2111",0.005,0.11841433397289,"Spearman","Total"
"669","p__Proteobacteria,g__midas_g_33",0.005,0.116818643353618,"Spearman","Total"
"129","p__Bacteroidota,g__midas_g_1328",0.008,0.110942302633495,"Spearman","Total"
"87","p__Actinobacteriota,g__Propionicimonas",0.01,0.108097150395034,"Spearman","Total"
"305","p__Cyanobacteria,g__midas_g_1421",0.011,0.107292380793093,"Spearman","Total"
"211","p__Bacteroidota,g__Prevotellaceae_NK3B31_group",0.011,0.107247853774809,"Spearman","Total"
"493","p__Patescibacteria,g__midas_g_16228",0.013,0.104383119815843,"Spearman","Total"
"311","p__Dependentiae,g__midas_g_1099",0.014,0.103300737500995,"Spearman","Total"
"491","p__Patescibacteria,g__midas_g_15615",0.015,0.102871513651444,"Spearman","Total"
"542","p__Patescibacteria,g__midas_g_8032",0.017,0.100562687957104,"Spearman","Total"
"288","p__Chloroflexi,g__midas_g_731",0.018,0.0999896068644484,"Spearman","Total"
"335","p__Dictyoglomota,g__midas_g_4538",0.019,0.0984445383001054,"Spearman","Total"
"782","p__Synergistota,g__midas_g_762",0.02,0.0981900758360992,"Spearman","Total"
"330","p__Desulfobacterota,g__midas_g_4686",0.021,0.0970585263640799,"Spearman","Total"
"733","p__Proteobacteria,g__Pseudofulvimonas",0.021,0.0968222364362406,"Spearman","Total"
"21","p__Acidobacteriota,g__Stenotrophobacter",0.022,0.096793203836255,"Spearman","Total"
"564","p__Planctomycetota,g__SM1A02",0.024,0.0952617658258653,"Spearman","Total"
"74","p__Actinobacteriota,g__midas_g_641",0.024,0.0949855025293784,"Spearman","Total"
"344","p__Firmicutes,g__Acholeplasma",0.024,0.0947267582388299,"Spearman","Total"
"341","p__Fibrobacterota,g__midas_g_206",0.026,0.0940077269056584,"Spearman","Total"
"123","p__Bacteroidota,g__midas_g_1195",0.026,0.0938961105890444,"Spearman","Total"
"384","p__Firmicutes,g__midas_g_2229",0.032,0.0902641218245867,"Spearman","Total"
"472","p__Patescibacteria,g__midas_g_11367",0.033,0.0899912353907315,"Spearman","Total"
"416","p__Firmicutes,g__Staphylococcus",0.044,0.0849313582684087,"Spearman","Total"
"280","p__Chloroflexi,g__midas_g_550",0.049,-0.0830776760504872,"Spearman","Total"
"40","p__Actinobacteriota,g__IMCC26207",0.046,-0.0839069591036296,"Spearman","Total"
"438","p__Latescibacterota,g__midas_g_2686",0.037,-0.0879805859674081,"Spearman","Total"
"212","p__Bacteroidota,g__Proteiniphilum",0.037,-0.0880031711312406,"Spearman","Total"
"515","p__Patescibacteria,g__midas_g_4156",0.034,-0.0893638553865309,"Spearman","Total"
"788","p__Verrucomicrobiota,g__Lacunisphaera",0.033,-0.089837518508317,"Spearman","Total"
"471","p__Patescibacteria,g__midas_g_11340",0.03,-0.0916317480782827,"Spearman","Total"
"185","p__Bacteroidota,g__midas_g_611",0.029,-0.0920511012938454,"Spearman","Total"
"55","p__Actinobacteriota,g__midas_g_1473",0.027,-0.0932607571255764,"Spearman","Total"
"516","p__Patescibacteria,g__midas_g_42291",0.024,-0.0949787071402634,"Spearman","Total"
"227","p__Caldatribacteriota,g__Ca_Caldatribacterium",0.023,-0.0955535990939775,"Spearman","Total"
"656","p__Proteobacteria,g__midas_g_22405",0.023,-0.095554096059139,"Spearman","Total"
"102","p__Bacteroidota,g__Ca_Epiflobacter",0.019,-0.0990927875562546,"Spearman","Total"
"783","p__Synergistota,g__Thermanaerovibrio",0.018,-0.0999457100166282,"Spearman","Total"
"294","p__Chloroflexi,g__midas_g_86643",0.017,-0.100084094866698,"Spearman","Total"
"85","p__Actinobacteriota,g__Propionicicella",0.016,-0.101176101578571,"Spearman","Total"
"405","p__Firmicutes,g__Proteiniclasticum",0.015,-0.102673276364638,"Spearman","Total"
"157","p__Bacteroidota,g__midas_g_3100",0.014,-0.103569495243407,"Spearman","Total"
"161","p__Bacteroidota,g__midas_g_3337",0.013,-0.10478127975037,"Spearman","Total"
"8","p__Acidobacteriota,g__midas_g_1291",0.012,-0.105248697141189,"Spearman","Total"
"578","p__Proteobacteria,g__Aquaspirillum",0.012,-0.105345766335619,"Spearman","Total"
"797","p__Verrucomicrobiota,g__midas_g_55078",0.012,-0.106040116077079,"Spearman","Total"
"382","p__Firmicutes,g__midas_g_1659",0.01,-0.109115975836812,"Spearman","Total"
"639","p__Proteobacteria,g__midas_g_1324",0.009,-0.109173166314411,"Spearman","Total"
"784","p__Synergistota,g__Thermovirga",0.009,-0.109680101188761,"Spearman","Total"
"738","p__Proteobacteria,g__Pseudoxanthomonas",0.008,-0.111485880420643,"Spearman","Total"
"593","p__Proteobacteria,g__Ca_Ovatusbacter",0.007,-0.113742652907777,"Spearman","Total"
"260","p__Chloroflexi,g__midas_g_2178",0.007,-0.114012366993228,"Spearman","Total"
"645","p__Proteobacteria,g__midas_g_16277",0.005,-0.117497635125496,"Spearman","Total"
"49","p__Actinobacteriota,g__Microlunatus",0.005,-0.117752186569258,"Spearman","Total"
"451","p__Myxococcota,g__midas_g_990",0.005,-0.119217976180144,"Spearman","Total"
"427","p__Fusobacteriota,g__Hypnocyclicus",0.005,-0.119292641559841,"Spearman","Total"
"395","p__Firmicutes,g__midas_g_554",0.004,-0.119467433747521,"Spearman","Total"
"728","p__Proteobacteria,g__Polaromonas",0.004,-0.119492453991446,"Spearman","Total"
"93","p__Actinobacteriota,g__Tsukamurella",0.004,-0.119530055486723,"Spearman","Total"
"621","p__Proteobacteria,g__Legionella",0.004,-0.120767784866841,"Spearman","Total"
"694","p__Proteobacteria,g__midas_g_648",0.003,-0.122928232268824,"Spearman","Total"
"721","p__Proteobacteria,g__Paucibacter",0.003,-0.124383038871992,"Spearman","Total"
"101","p__Bacteroidota,g__Blvii28_wastewater-sludge_group",0.003,-0.124503895830988,"Spearman","Total"
"752","p__Proteobacteria,g__Shinella",0.003,-0.125169494668034,"Spearman","Total"
"68","p__Actinobacteriota,g__midas_g_49",0.002,-0.127738758985613,"Spearman","Total"
"266","p__Chloroflexi,g__midas_g_3181",0.002,-0.128154632159179,"Spearman","Total"
"104","p__Bacteroidota,g__Cloacibacterium",0.002,-0.128308298056005,"Spearman","Total"
"674","p__Proteobacteria,g__midas_g_3943",0.002,-0.128601643869643,"Spearman","Total"
"600","p__Proteobacteria,g__Chitinivorax",0.002,-0.130761847950056,"Spearman","Total"
"724","p__Proteobacteria,g__Phenylobacterium",0.002,-0.132798353653214,"Spearman","Total"
"587","p__Proteobacteria,g__Brevundimonas",0.002,-0.133230599446959,"Spearman","Total"
"39","p__Actinobacteriota,g__Iamia",0.001,-0.1349372247572,"Spearman","Total"
"77","p__Actinobacteriota,g__midas_g_739",0.001,-0.135200642281505,"Spearman","Total"
"414","p__Firmicutes,g__Sedimentibacter",0.001,-0.135274373742874,"Spearman","Total"
"94","p__Armatimonadota,g__midas_g_1168",0.001,-0.136389348648912,"Spearman","Total"
"697","p__Proteobacteria,g__midas_g_70",0.001,-0.141479237523539,"Spearman","Total"
"754","p__Proteobacteria,g__Simplicispira",0.001,-0.141967215457405,"Spearman","Total"
"527","p__Patescibacteria,g__midas_g_5391",0.001,-0.144360348804692,"Spearman","Total"
"503","p__Patescibacteria,g__midas_g_25706",0.001,-0.144559385287018,"Spearman","Total"
"328","p__Desulfobacterota,g__midas_g_3949",0.001,-0.144925004987658,"Spearman","Total"
"790","p__Verrucomicrobiota,g__midas_g_131",0,-0.147055124620662,"Spearman","Total"
"229","p__Campylobacterota,g__Arcobacter",0,-0.148316303278731,"Spearman","Total"
"532","p__Patescibacteria,g__midas_g_64573",0,-0.148616707022508,"Spearman","Total"
"412","p__Firmicutes,g__Saccharofermentans",0,-0.151286177638145,"Spearman","Total"
"135","p__Bacteroidota,g__midas_g_142",0,-0.151348341563166,"Spearman","Total"
"1182","p__Bacteroidota,g__midas_g_424",0.049,-0.152879010523531,"Spearman","Aalborg East"
"96","p__Armatimonadota,g__midas_g_2512",0,-0.152908499472407,"Spearman","Total"
"181","p__Bacteroidota,g__midas_g_558",0,-0.15540773755771,"Spearman","Total"
"343","p__Firmicutes,g__Acetobacterium",0,-0.156060284417553,"Spearman","Total"
"4031","p__Proteobacteria,g__midas_g_2759",0.045,-0.156065622771319,"Spearman","Aalborg East"
"111","p__Bacteroidota,g__Ignavibacterium",0,-0.156278489575261,"Spearman","Total"
"486","p__Patescibacteria,g__midas_g_14985",0,-0.156308157866049,"Spearman","Total"
"2912","p__Patescibacteria,g__Ca_Saccharimonas",0.044,-0.156606007064491,"Spearman","Aalborg East"
"1311","p__Bacteroidota,g__midas_g_627",0.043,-0.157113697195203,"Spearman","Aalborg East"
"428","p__Fusobacteriota,g__Leptotrichia",0,-0.157404047680104,"Spearman","Total"
"739","p__Proteobacteria,g__Pythium_insidiosum",0,-0.157509163071924,"Spearman","Total"
"735","p__Proteobacteria,g__Pseudomonas",0,-0.157908156407734,"Spearman","Total"
"670","p__Proteobacteria,g__midas_g_33569",0,-0.1586611699526,"Spearman","Total"
"477","p__Patescibacteria,g__midas_g_12254",0,-0.158704720228824,"Spearman","Total"
"572","p__Bacteroidota,g__Ferruginibacter",0.048,-0.15937918622772,"Spearman","Damhusåen"
"1213","p__Acidobacteriota,g__midas_g_55",0.047,-0.159465766026621,"Spearman","Damhusåen"
"473","p__Patescibacteria,g__midas_g_11423",0,-0.160017258618183,"Spearman","Total"
"22","p__Acidobacteriota,g__Subgroup_10",0,-0.1601317029453,"Spearman","Total"
"192","p__Bacteroidota,g__midas_g_7125",0,-0.16031494284126,"Spearman","Total"
"4451","p__Proteobacteria,g__Pseudofulvimonas",0.039,-0.16059997580069,"Spearman","Aalborg East"
"780","p__Synergistota,g__midas_g_2022",0,-0.160752954787946,"Spearman","Total"
"52","p__Actinobacteriota,g__midas_g_1005",0,-0.160824451796269,"Spearman","Total"
"2493","p__Patescibacteria,g__midas_g_3760",0.045,-0.16103419906132,"Spearman","Damhusåen"
"2712","p__Firmicutes,g__XBB1006",0.038,-0.161237772048576,"Spearman","Aalborg East"
"1242","p__Chloroflexi,g__Ca_Promineofilum",0.045,-0.161557937299801,"Spearman","Damhusåen"
"1814","p__Firmicutes,g__Acetobacterium",0.044,-0.161771591681557,"Spearman","Damhusåen"
"1012","p__Acidobacteriota,g__midas_g_433",0.037,-0.162118446158161,"Spearman","Aalborg East"
"2992","p__Patescibacteria,g__midas_g_12444",0.037,-0.162124306863776,"Spearman","Aalborg East"
"634","p__Proteobacteria,g__midas_g_11331",0,-0.162274981437095,"Spearman","Total"
"624","p__Proteobacteria,g__Limnohabitans",0,-0.162285281243634,"Spearman","Total"
"3263","p__Proteobacteria,g__midas_g_2759",0.043,-0.163030850376637,"Spearman","Damhusåen"
"775","p__Spirochaetota,g__Leptospira",0,-0.163707316579851,"Spearman","Total"
"777","p__Spirochaetota,g__Treponema",0,-0.164078258370159,"Spearman","Total"
"36","p__Actinobacteriota,g__midas_g_100",0.035,-0.164162325289036,"Spearman","Aalborg East"
"3410","p__Actinobacteriota,g__Microbacterium",0.034,-0.165057014356595,"Spearman","Aalborg East"
"3152","p__Patescibacteria,g__midas_g_5391",0.032,-0.166107356507858,"Spearman","Aalborg East"
"308","p__Deinococcota,g__midas_g_3892",0,-0.166318409710763,"Spearman","Total"
"463","p__Patescibacteria,g__midas_g_10787",0,-0.166446188549899,"Spearman","Total"
"381","p__Firmicutes,g__midas_g_148",0,-0.166673431660198,"Spearman","Total"
"524","p__Patescibacteria,g__midas_g_5113",0,-0.166902701996814,"Spearman","Total"
"177","p__Bacteroidota,g__midas_g_5170",0,-0.167428667972056,"Spearman","Total"
"543","p__Acidobacteriota,g__midas_g_1096",0.037,-0.167778336070683,"Spearman","Damhusåen"
"3582","p__Proteobacteria,g__Propionivibrio",0.037,-0.167945932306997,"Spearman","Damhusåen"
"1952","p__Chloroflexi,g__midas_g_72",0.03,-0.168017884188678,"Spearman","Aalborg East"
"425","p__Firmicutes,g__Veillonella",0,-0.168231967680647,"Spearman","Total"
"764","p__Proteobacteria,g__Sulfuritalea",0,-0.168264457168901,"Spearman","Total"
"7511","p__Proteobacteria,g__midas_g_1023",0.036,-0.168693213516416,"Pearson","Damhusåen"
"2211","p__Bacteroidota,g__midas_g_1063",0.03,-0.168720920648601,"Pearson","Aalborg East"
"651","p__Proteobacteria,g__midas_g_1922",0,-0.168741190814414,"Spearman","Total"
"195","p__Bacteroidota,g__midas_g_800",0,-0.16964480461865,"Spearman","Total"
"758","p__Proteobacteria,g__Sphingopyxis",0,-0.17002720639522,"Spearman","Total"
"136","p__Chloroflexi,g__midas_g_1668",0.034,-0.170132740890439,"Spearman","Damhusåen"
"2162","p__Desulfobacterota,g__midas_g_1786",0.028,-0.170942952373374,"Spearman","Aalborg East"
"158","p__Bacteroidota,g__midas_g_3144",0,-0.170959472114994,"Spearman","Total"
"218","p__Bacteroidota,g__Williamwhitmania",0,-0.17142477864899,"Spearman","Total"
"590","p__Proteobacteria,g__Ca_Contendobacter",0,-0.171524010540558,"Spearman","Total"
"1716","p__Chloroflexi,g__midas_g_1348",0.048,-0.171858504274746,"Spearman","Mariagerfjord"
"580","p__Proteobacteria,g__Arenimonas",0,-0.171995495798642,"Spearman","Total"
"186","p__Bacteroidota,g__midas_g_6116",0,-0.172091950468815,"Spearman","Total"
"2152","p__Desulfobacterota,g__midas_g_17497",0.026,-0.172814500654724,"Spearman","Aalborg East"
"5210","p__Proteobacteria,g__Ca_Accumulibacter",0.026,-0.172844403348391,"Pearson","Aalborg East"
"126","p__Bacteroidota,g__midas_g_1226",0,-0.173191793359985,"Spearman","Total"
"2652","p__Fusobacteriota,g__Leptotrichia",0.045,-0.173799132554322,"Spearman","Mariagerfjord"
